device,useragent
android,"Mozilla/5.0 (Android; Android 7.0; LG-H910 Build/NRD90M) AppleWebKit/600.30 (KHTML, like Gecko) Chrome/50.0.2184.344 Mobile Safari/603.0"
android,"Mozilla/5.0 (Linux; U; Android 4.4; Lenovo P776 Build/JRO03C) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/54.0.3165.360 Mobile Safari/533.0"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_4_6) AppleWebKit/536.46 (KHTML, like Gecko) Chrome/53.0.1986.149 Safari/536"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_1_9) Gecko/20130401 Firefox/45.1
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/55.0.3664.303 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_8; en-US) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/55.0.2312.333 Safari/537"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)
mobile,"Mozilla/5.0 (Linux; Android 6.0; SAMSUNG SM-D925I Build/MDB08L) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/51.0.2645.217 Mobile Safari/601.6"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_9_6 like Mac OS X) AppleWebKit/603.40 (KHTML, like Gecko) Chrome/49.0.1699.197 Mobile Safari/534.3"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/66.3
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_1_1) Gecko/20100101 Firefox/58.7
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.3; WOW64; en-US Trident/7.0)
android,"Mozilla/5.0 (Android; Android 7.0; GT-I9400 Build/KTU84P) AppleWebKit/602.42 (KHTML, like Gecko) Chrome/54.0.1615.274 Mobile Safari/602.6"
android,"Mozilla/5.0 (Linux; U; Android 6.0; SM-G928L Build/MDB08L) AppleWebKit/533.20 (KHTML, like Gecko) Chrome/54.0.1541.333 Mobile Safari/534.7"
android,"Mozilla/5.0 (Android; Android 4.3.1; GT-I9400 Build/JDQ39) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/50.0.3881.316 Mobile Safari/534.3"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_4_5) Gecko/20130401 Firefox/50.6
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_9_7; en-US) AppleWebKit/602.48 (KHTML, like Gecko) Chrome/52.0.1533.209 Safari/535"
android,"Mozilla/5.0 (Android; Android 4.4; Nexus 4 Build/KTU84P) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/54.0.3148.192 Mobile Safari/535.3"
windows,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/51.0.1368.213 Safari/535.9 Edge/9.57833"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 11_0_8; like Mac OS X) AppleWebKit/601.20 (KHTML, like Gecko) Chrome/51.0.3243.339 Mobile Safari/537.9"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_7; en-US) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/49.0.3002.230 Safari/602"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_1) Gecko/20130401 Firefox/47.6
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.0; x64 Trident/4.0)
mobile,"Mozilla/5.0 (Linux; U; Android 7.1.1; Nexus 6P Build/NME91E) AppleWebKit/535.35 (KHTML, like Gecko) Chrome/48.0.2896.208 Mobile Safari/534.0"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_2; like Mac OS X) AppleWebKit/602.50 (KHTML, like Gecko) Chrome/47.0.3094.187 Mobile Safari/600.9"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/69.6
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_8) Gecko/20130401 Firefox/61.3
linux,"Mozilla/5.0 (Linux i674 ) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/47.0.1669.134 Safari/535"
mobile,"Mozilla/5.0 (Android; Android 4.3.1; SAMSUNG SGH-N075S Build/JSS15J) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/53.0.1020.179 Mobile Safari/600.6"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4; en-US) Gecko/20130401 Firefox/56.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_6; like Mac OS X) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/54.0.1709.372 Mobile Safari/601.2"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.0; Win64; x64; en-US Trident/5.0)
android,"Mozilla/5.0 (Linux; Android 4.4; Nokia 3010 Build/IMM76D) AppleWebKit/600.16 (KHTML, like Gecko) Chrome/54.0.2962.216 Mobile Safari/600.6"
android,"Mozilla/5.0 (Linux; Android 5.1; Nexus 9 Build/LMY48B) AppleWebKit/601.10 (KHTML, like Gecko) Chrome/48.0.2017.245 Mobile Safari/533.4"
linux,Mozilla/5.0 (Linux; U; Linux i665 x86_64; en-US) Gecko/20130401 Firefox/63.1
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64; en-US) AppleWebKit/601.33 (KHTML, like Gecko) Chrome/52.0.2723.220 Safari/600"
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/49.0.2420.168 Safari/536"
mobile,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MMB29K) AppleWebKit/536.31 (KHTML, like Gecko) Chrome/51.0.3166.376 Mobile Safari/535.2"
android,"Mozilla/5.0 (Android; Android 5.0.2; SAMSUNG SM-A800H Build/LRX22G) AppleWebKit/535.13 (KHTML, like Gecko) Chrome/55.0.3361.234 Mobile Safari/600.1"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.28 (KHTML, like Gecko) Chrome/48.0.1061.203 Safari/601"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.2; Win64; x64 Trident/7.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7; en-US) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/47.0.3624.343 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_7_2; like Mac OS X) AppleWebKit/601.2 (KHTML, like Gecko) Chrome/51.0.3547.364 Mobile Safari/535.9"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1; en-US) AppleWebKit/601.14 (KHTML, like Gecko) Chrome/49.0.1502.340 Safari/603"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_7; en-US) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/54.0.2193.323 Safari/600"
firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/45.2
linux,Mozilla/5.0 (Linux; U; Linux i564 x86_64) Gecko/20100101 Firefox/47.2
linux,Mozilla/5.0 (Linux; U; Linux i646 x86_64; en-US) Gecko/20100101 Firefox/67.1
mobile,"Mozilla/5.0 (Linux; U; Android 6.0.1; SAMSUNG SM-D925V Build/MMB29K) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/53.0.2122.144 Mobile Safari/537.2"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_4) Gecko/20130401 Firefox/48.3
windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/48.0.2420.232 Safari/600"
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/45.4
firefox,Mozilla/5.0 (Windows; Windows NT 10.2; WOW64) Gecko/20100101 Firefox/64.8
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/58.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_0; like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/49.0.3657.111 Mobile Safari/534.2"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; WOW64) AppleWebKit/600.43 (KHTML, like Gecko) Chrome/49.0.2653.302 Safari/600.8 Edge/12.12388"
windows,"Mozilla/5.0 (Windows; Windows NT 6.1; x64; en-US) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/48.0.3013.156 Safari/536"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; Win64; x64; en-US Trident/5.0)
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_6_6 like Mac OS X) AppleWebKit/536.41 (KHTML, like Gecko) Chrome/55.0.2219.103 Mobile Safari/534.0"
linux,"Mozilla/5.0 (Linux i585 ; en-US) AppleWebKit/603.45 (KHTML, like Gecko) Chrome/54.0.2664.127 Safari/600"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.2; WOW64 Trident/7.0)
linux,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/53.2
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/54.0.3432.120 Safari/536"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_6_9; like Mac OS X) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/50.0.1052.216 Mobile Safari/537.3"
windows,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/534.26 (KHTML, like Gecko) Chrome/51.0.2126.381 Safari/537"
android,"Mozilla/5.0 (Linux; U; Android 7.1; SAMSUNG GT-I9700 Build/KTU84P) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/49.0.2619.128 Mobile Safari/603.9"
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/534.39 (KHTML, like Gecko) Chrome/53.0.2980.368 Safari/533"
linux,Mozilla/5.0 (Linux i575 x86_64) Gecko/20130401 Firefox/58.4
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64) AppleWebKit/600.4 (KHTML, like Gecko) Chrome/54.0.3666.104 Safari/600.1 Edge/18.94786"
mobile,"Mozilla/5.0 (Android; Android 6.0; SM-D9258 Build/MMB29K) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/52.0.1465.377 Mobile Safari/533.4"
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/533.29 (KHTML, like Gecko) Chrome/48.0.3142.298 Safari/534"
windows,"Mozilla/5.0 (Windows NT 10.5; x64; en-US) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/49.0.1882.137 Safari/601.6 Edge/8.49418"
firefox,Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) Gecko/20100101 Firefox/66.9
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_3; like Mac OS X) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/55.0.3083.302 Mobile Safari/535.0"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_5; like Mac OS X) AppleWebKit/602.1 (KHTML, like Gecko) Chrome/50.0.2103.225 Mobile Safari/600.6"
chrome,"Mozilla/5.0 (Linux; U; Linux i574 x86_64) AppleWebKit/536.43 (KHTML, like Gecko) Chrome/54.0.1559.363 Safari/536"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; x64) AppleWebKit/602.49 (KHTML, like Gecko) Chrome/49.0.3451.280 Safari/536"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_9; en-US) Gecko/20130401 Firefox/62.7
edge,"Mozilla/5.0 (Windows NT 10.2; Win64; x64) AppleWebKit/602.23 (KHTML, like Gecko) Chrome/49.0.1010.144 Safari/534.3 Edge/11.43612"
android,"Mozilla/5.0 (Linux; U; Android 7.1; LG-H910 Build/NRD90C) AppleWebKit/536.44 (KHTML, like Gecko) Chrome/50.0.2524.244 Mobile Safari/603.9"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_9_9) AppleWebKit/603.6 (KHTML, like Gecko) Chrome/51.0.2666.321 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_4_3; like Mac OS X) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/50.0.1658.288 Mobile Safari/602.8"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_2; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/53.0.1605.398 Mobile Safari/602.0"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7) Gecko/20100101 Firefox/47.9
windows,Mozilla/5.0 (Windows; Windows NT 10.0;; en-US) Gecko/20100101 Firefox/46.3
linux,Mozilla/5.0 (Linux; Linux i560 x86_64) Gecko/20130401 Firefox/53.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_8_9; like Mac OS X) AppleWebKit/602.34 (KHTML, like Gecko) Chrome/50.0.2537.226 Mobile Safari/600.3"
firefox,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/72.8
