device,useragent
windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/51.0.2460.202 Safari/534.9 Edge/17.45984"
mobile,"Mozilla/5.0 (Linux; Android 6.0; HTC One_M8 Pro Build/MRA58K) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/48.0.3175.340 Mobile Safari/602.4"
android,"Mozilla/5.0 (Android; Android 5.0; LG-D331 Build/LRX22G) AppleWebKit/603.29 (KHTML, like Gecko) Chrome/54.0.2272.135 Mobile Safari/601.6"
mobile,"Mozilla/5.0 (Android; Android 4.4.1; XT1060 Build/SU6-7.3) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/54.0.1496.201 Mobile Safari/603.3"
windows,Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64) Gecko/20130401 Firefox/65.8
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_4; like Mac OS X) AppleWebKit/601.46 (KHTML, like Gecko) Chrome/50.0.1966.289 Mobile Safari/601.7"
edge,"Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/601.42 (KHTML, like Gecko) Chrome/48.0.1929.199 Safari/601.7 Edge/13.73150"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_7_8) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/48.0.3397.120 Safari/603"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_9_7) AppleWebKit/601.4 (KHTML, like Gecko) Chrome/55.0.3993.110 Safari/603"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0; en-US) Gecko/20100101 Firefox/47.2
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_2_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/52.0.3151.395 Mobile Safari/603.5"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.3; WOW64; en-US Trident/7.0)
linux,"Mozilla/5.0 (Linux; Linux i661 ) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/48.0.1213.225 Safari/537"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6; en-US) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/51.0.1295.116 Safari/603"
android,"Mozilla/5.0 (Android; Android 7.1; SAMSUNG GT-I9300 Build/KTU84P) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/55.0.3161.346 Mobile Safari/536.5"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; Win64; x64) AppleWebKit/602.7 (KHTML, like Gecko) Chrome/54.0.2342.233 Safari/533.0 Edge/10.14077"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4; en-US) Gecko/20100101 Firefox/63.4
chrome,"Mozilla/5.0 (Linux i670 ) AppleWebKit/536.10 (KHTML, like Gecko) Chrome/52.0.2622.330 Safari/536"
android,"Mozilla/5.0 (Linux; Android 6.0.1; SM-D920I Build/MDB08L) AppleWebKit/600.28 (KHTML, like Gecko) Chrome/53.0.1375.380 Mobile Safari/533.6"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_0_3; en-US) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/54.0.2640.256 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux i653 x86_64; en-US) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/52.0.3126.302 Safari/533"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_5_3; en-US) Gecko/20100101 Firefox/49.8
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/602.6 (KHTML, like Gecko) Chrome/51.0.1047.187 Safari/535"
edge,"Mozilla/5.0 (Windows NT 10.2; x64) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/49.0.2018.295 Safari/603.2 Edge/18.89590"
mobile,"Mozilla/5.0 (Linux; Android 4.4; Nexus 8 Build/KTU84P) AppleWebKit/602.37 (KHTML, like Gecko) Chrome/50.0.2077.229 Mobile Safari/602.0"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_6_7; en-US) Gecko/20100101 Firefox/49.4
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.3; Win64; x64; en-US Trident/7.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_4; en-US) Gecko/20100101 Firefox/61.3
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_8) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/54.0.3851.146 Safari/601"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.3; Trident/4.0)
linux,Mozilla/5.0 (Linux i552 ; en-US) Gecko/20130401 Firefox/54.3
android,"Mozilla/5.0 (Linux; Android 5.0.2; HTC 80:number1-2s Build/LRX22G) AppleWebKit/602.43 (KHTML, like Gecko) Chrome/48.0.2060.171 Mobile Safari/536.8"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_9) AppleWebKit/601.13 (KHTML, like Gecko) Chrome/47.0.1096.187 Safari/537"
linux,Mozilla/5.0 (Linux; Linux i544 ; en-US) Gecko/20130401 Firefox/59.1
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64 Trident/4.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_9) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/49.0.1579.128 Safari/603"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.0;; en-US) Gecko/20100101 Firefox/59.9
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1; x64 Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_3; like Mac OS X) AppleWebKit/534.32 (KHTML, like Gecko) Chrome/55.0.2167.246 Mobile Safari/534.0"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_8) Gecko/20100101 Firefox/53.5
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1; en-US) AppleWebKit/535.28 (KHTML, like Gecko) Chrome/52.0.1265.258 Safari/533"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/51.0.1920.105 Safari/601"
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/70.6
edge,"Mozilla/5.0 (Windows NT 10.1; x64) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/47.0.3900.383 Safari/537.2 Edge/8.94546"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) AppleWebKit/601.33 (KHTML, like Gecko) Chrome/51.0.2713.188 Safari/535.8 Edge/9.68588"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_9; like Mac OS X) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/49.0.3517.121 Mobile Safari/533.5"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 10.5; WOW64 Trident/6.0)
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.2;; en-US Trident/5.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_7_4; like Mac OS X) AppleWebKit/601.29 (KHTML, like Gecko) Chrome/53.0.1909.351 Mobile Safari/601.7"
android,"Mozilla/5.0 (Linux; Android 4.4.1; E:number:20-23:00 Build/24.0.A.1.34) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/47.0.1019.358 Mobile Safari/533.4"
firefox,Mozilla/5.0 (Windows NT 6.1; WOW64) Gecko/20130401 Firefox/48.7
linux,"Mozilla/5.0 (Linux; Linux i551 x86_64) AppleWebKit/534.42 (KHTML, like Gecko) Chrome/51.0.2556.234 Safari/533"
chrome,"Mozilla/5.0 (Windows NT 6.3;) AppleWebKit/534.32 (KHTML, like Gecko) Chrome/55.0.3728.332 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1_8; like Mac OS X) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/51.0.3123.161 Mobile Safari/600.7"
android,"Mozilla/5.0 (Linux; Android 7.0; GT-I9700 Build/KTU84P) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/48.0.2854.126 Mobile Safari/603.1"
windows,"Mozilla/5.0 (Windows NT 6.0;) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/53.0.2569.123 Safari/600.6 Edge/11.48502"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_1; en-US) Gecko/20100101 Firefox/55.4
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64; en-US) AppleWebKit/603.30 (KHTML, like Gecko) Chrome/55.0.1425.204 Safari/534.3 Edge/18.50716"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_3) AppleWebKit/602.16 (KHTML, like Gecko) Chrome/49.0.2270.254 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1; WOW64; en-US) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/52.0.2711.362 Safari/603"
android,"Mozilla/5.0 (Linux; Android 5.0.2; Lenovo A7000-a Build/LRX21M;) AppleWebKit/537.5 (KHTML, like Gecko) Chrome/52.0.3077.178 Mobile Safari/536.7"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_2_7; en-US) Gecko/20100101 Firefox/66.3
chrome,"Mozilla/5.0 (Windows; Windows NT 10.4; x64; en-US) AppleWebKit/602.33 (KHTML, like Gecko) Chrome/53.0.3081.184 Safari/602"
mobile,"Mozilla/5.0 (Android; Android 5.0.2; SM-A800F Build/LRX22G) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/47.0.1007.315 Mobile Safari/535.6"
windows,Mozilla/5.0 (Windows; Windows NT 10.0; WOW64) Gecko/20100101 Firefox/69.5
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_8) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/47.0.3709.389 Safari/603"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4; SAMSUNG-SGH-I337 Build/KOT49H) AppleWebKit/603.14 (KHTML, like Gecko) Chrome/50.0.2914.310 Mobile Safari/603.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_0; like Mac OS X) AppleWebKit/602.7 (KHTML, like Gecko) Chrome/53.0.1434.399 Mobile Safari/601.0"
mobile,"Mozilla/5.0 (Android; Android 5.0.1; SAMSUNG SM-G920FQ Build/LRX21T) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/55.0.2885.214 Mobile Safari/602.1"
firefox,Mozilla/5.0 (Windows; Windows NT 6.2; WOW64; en-US) Gecko/20100101 Firefox/51.9
linux,Mozilla/5.0 (Linux i570 ) Gecko/20100101 Firefox/60.2
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; WOW64; en-US) AppleWebKit/600.4 (KHTML, like Gecko) Chrome/49.0.1843.169 Safari/535.0 Edge/10.51040"
android,"Mozilla/5.0 (Linux; U; Android 6.0; SM-G920L Build/MDB08I) AppleWebKit/602.7 (KHTML, like Gecko) Chrome/51.0.1144.324 Mobile Safari/603.2"
android,"Mozilla/5.0 (Android; Android 7.1; Nexus 8P Build/NPD90G) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/52.0.2812.283 Mobile Safari/534.8"
windows,Mozilla/5.0 (Windows NT 6.3; Win64; x64; en-US) Gecko/20100101 Firefox/71.2
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_1) Gecko/20100101 Firefox/60.6
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 9_1_9; like Mac OS X) AppleWebKit/600.39 (KHTML, like Gecko) Chrome/51.0.3203.323 Mobile Safari/533.3"
linux,Mozilla/5.0 (Linux; U; Linux i676 ) Gecko/20100101 Firefox/53.1
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/536.42 (KHTML, like Gecko) Chrome/48.0.3050.101 Safari/601"
firefox,Mozilla/5.0 (Windows; Windows NT 10.3;; en-US) Gecko/20130401 Firefox/55.2
firefox,Mozilla/5.0 (Windows NT 10.1; Win64; x64; en-US) Gecko/20130401 Firefox/49.4
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/53.0.2462.248 Safari/601"
android,"Mozilla/5.0 (Linux; U; Android 4.4; XT1060 Build/SU6-7.3) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/48.0.1884.109 Mobile Safari/534.9"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.3; x64 Trident/4.0)
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5; en-US) AppleWebKit/535.42 (KHTML, like Gecko) Chrome/54.0.2293.271 Safari/603"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Win64; x64; en-US Trident/4.0)
windows,"Mozilla/5.0 (Windows NT 10.5; WOW64; en-US) AppleWebKit/534.41 (KHTML, like Gecko) Chrome/48.0.3692.102 Safari/537"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64; en-US) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/47.0.1164.324 Safari/537"
